Description,Index,Scenario,AgentType,Difficulty,TimeToComplete,Strategy,Challenging,GeneralComments,Age,Gender,Occupation,ComputerUsage,DominantHand,EnglishAsFirst,ExpWithRobots,ExpWithRCCars,ExpWithFPS,ExpWithRTS,ExpWithRobotComments,InternalUserID
Pick up the blue block that is furthest away from you.  It is the blue block that is closest to the yellow block that is furthest away from you.,889,Configuration_12_v2.png,robot,3,0:02:14,"I was viewing the blocks from the robot's point of view and using directions like ""left"" or ""right"" from that point of reference.  I also frequently used words like ""furthest from you"" or ""closest to you"", again from the robot's point of reference.",The most challenging aspect was differentiating a block that was surrounded by other blocks of the same color.,Very interesting study and very enjoyable to complete!,23,female,"Student, Pharmacy technician",>20,Right,1,3,1,2,6,"My high school robotics team always won the top awards in the district and state.  They were so good that there was a classroom completely devoted to the robotics team.  I had a few friends who were on this team, so I was able to observe them once in a while as they were working towards the next competition.",14
Look for a blue block. Pick up the blue block that is furthest away from you.,1029,Configuration_12_v2.png,robot,4,0:01:01,I found myself navigating the robot with direction in relation to them.,Some of the last few questions were a little difficult. The direction didn't always help as much as previous questions.,I don't have any additional comments.,25,male,Sales Associate,10/15/2016,Right,1,2,3,6,6,I have not seen robots in person before.,40
Pick up the blue block furthest away from you.,187,Configuration_12_v2.png,robot,5,0:00:13,I tried to answer with the statements oriented from their point of view/perspective.,The most challenging was when the target block was only near others of the same color.,,28,male,Self-employed,>20,Right,1,1,1,7,3,No.,22
Pick up the blue block which is farthest from you.,371,Configuration_12_v2.png,robot,5,0:00:15,"My strategy was to identify the block color, and location as to left-right and nearest-furthest. After that, I went for the relationship to nearby blocks.",The most challenging aspect was trying to distinguish blocks of the same color in clear English.,"1. I think I wrote down the wrong block color in one of my answers; it was a difficult question and I was looking at a number of different blocks trying to formulate my answer.

2. I notice the difficulty scale had to be clicked twice; once to bring it into focus, and once to make the selection. I am worried that sometimes my selection was not recorded.

3. Thank you for the opportunity, this was an interesting task!",40,male,"Operations Specialist, Provincial Government",>20,Right,1,2,2,6,7,I have not seen robots in person.,86
Look at the arrangement of blocks on the table and pick up the blue block which is closest to you and is furthest to the left.,543,Configuration_12_v2.png,robot,3,0:00:55,Try to command the robot to focus on a certain area of the table and direct him that way.,"It was quite challenging, especially when there are multiple blocks of the same color in the same area.",,43,male,self-employed,>20,Left,1,3,3,4,4,"I have not seen any robots in person other than the toy servant robots back during the 80s.  I've seen them on television/movies/etc, but I do not have first-hand experience with them.",38
Pick the blue block farthest away from you.,243,Configuration_12_v2.png,robot,4,0:00:17,Choosing what location it is and what color it is.,Not much. It got hard only if there is too many blocks of same color.,None.,29,male,Contractor,>20,Right,1,1,1,7,4,No.,4
Narrow search to only blue blocks. Find the blue block that is closest to the opposite end of the table. Pick it up.,793,Configuration_12_v2.png,robot,5,0:00:48,I found that right and left directions were extremely helpful and I described the blocks in question in terms of the edges of the table.,I thought that the blocks that were nearer to the middle of the table in every direction was the most difficult to answer.,,29,female,Customer Service Representative,15-20,Right,1,1,2,5,5,,92
Pick up the blue block furthest from you in the center of the table,401,Configuration_12_v2.png,robot,4,0:00:51,"Using terms right. left, closest .furthest",Not too bad. Could have probably worded nicer,Was pretty cool - thanks,58,male,cashier,15-20,Right,1,2,1,1,1,"No, would like to",84
Pick up the blue block that is closest to me.,129,Configuration_12_v2.png,robot,3,0:00:22,I didn't have much of a strategy.,"It was fairly challenging, especially when there were a lot of blocks of the same color.",,25,female,Office assistant,>20,Right,1,1,,3,2,I haven't.,24
Find the two blue blocks farthest away from you and pick up the one on the right.,93,Configuration_12_v2.png,robot,4,0:01:54,I started looking at things from the robot's perspective. I figured it would be easier to explain things from it's perspective. I started using the left and right sides of the table (assuming the robot knew these concepts).,The task seemed easy but as it progressed I realized that my answers might end up confusing the robot. The most challenging part was trying to find the right words so that the robot could understand me. My answers could have made sense to another human but maybe a robot won't understand me. It was especially hard when the target color was the same as the surrounding blocks.,"It was a nice HIT, very enjoyable. Hope my input helps!",34,male,homemaker,>20,Right,1,4,3,6,6,"I have not seen any robots in person before, just on TV/internet.",218
Pick up the block furthest from you.,273,Configuration_12_v2.png,robot,5,0:00:08,I tried to be as direct as possible.,Most of them were pretty easy. I had no trouble with any of them.,Fun stuff actually.,29,female,Educator,>20,Right,1,2,1,2,1,I've been around a roomba before. That's about all.,58
Grab the blue block that is closest to you.,141,Configuration_12_v2.png,robot,5,0:00:17,I usually used the sides as a reference point. I would say left-most and right-most as directions.,"I do not think the task was very challenging at all. If the blocks were less clustered by color, and assorted randomly, it would be more difficult.",,25,male,Retail,10/15/2016,Right,1,5,4,7,7,"Nothing more than very simple, non-human-like robots.",26
blue block furthest at the bottom right below yellow block.,165,Configuration_12_v2.png,robot,4,0:00:22,"Yes, I used the blocks below that were adjacent to the block selected.",I thought it was a bit challenging especially trying to describe the position.,No comments.,28,male,Retail sales,15-20,Left,1,3,5,5,6,"No, I have not seen any robots in person.  I have seen some robots but it was not the actual working type.",20
Pick up the blue block closest to me on my left hand side.,1299,Configuration_12_v2.png,robot,4,0:00:19,No I just tried to think how I would follow my instructions.,It was harder than I thought it would be.,I had to do it a second time it froze on the first try. I am using Chrome .,60,female,Homemaker,>20,Right,1,1,1,5,3,No I haven't just seen some YouTube videos of them.,70
Pick up the blue block closest to me,649,Configuration_12_v2.png,robot,5,0:00:11,Directions from their perspective,"easy, hardest was when there were a shit load of same colored blocks that werent aligned ",,20,male,it specialist,>20,Right,1,2,2,7,7,no,68
Pick up the blue block that is the farthest away from you.,483,Configuration_12_v2.png,robot,3,0:00:24,"I referenced block colors, and the sides of the robot (left side, right side).",It wasn't too challenging overall. The most challenging was when there wasn't a clear way to delineate the block.,This was interesting. I enjoyed the task. Thank you.,52,female,Data Analyst,>20,Right,1,2,1,4,4,N/A,240
Pick up the orange block one that is nearest you.,28,Configuration_13_v1.png,human,4,0:00:22,I think I used the blocks that were nearby as directional cues.,It was not so bad. The most challenging aspect was when blocks of similar color were close together.,,25,no answer,N/A,>20,Right,1,1,1,1,2,NO,217
Please pick up the orange block that is located directly behind the yellow block positioned at your far right on the table.,62,Configuration_13_v1.png,human,2,0:02:47,"The strategy changed slightly based on where the block was located. In the trials with a certain colored block positioned nearest them, I pointed that out, and attempted to clarify by also mentioning the colored block it was directly adjacent to, in front of or behind. On other trials, I mainly used left-right, and adjacency directionals as well.","Some of these were considerably more challenging than I was anticipating. The most challenging trials were definitely the ones with blocks that were positioned further away from the other individual, not entirely on the right, or left, or center, and with analogous chromatic adjacencies. I also found it somewhat challenging to not over-complicate the instructions while still including enough specificity to ensure they would know which block I was referring to. ","Again, some of these were really hard! Also, I tried to catch myself as I realized I was doing it, but I think I may have alternated using the word ""tan"" and ""orange"" interchangeably. Hopefully I caught them all. No additional remarks -- everything ran smooth. ",39,male,Architectural photographer,>20,Right,1,1,1,6,5,"As far as I can recall, I have never seen a robot in person before. I should probably remedy this posthaste because, truth told, I would really, really love to!",213
From your perspective i would pick the closest orange block to yourself.,76,Configuration_13_v1.png,human,4,0:00:24,I used the colors and there directions from their perspective.,Trying to identify a cube within the same cluster of cubes that are the same color,,25,male,engineer,10/15/2016,Right,1,2,2,3,3,Yes just lego robots i bought.,211
pick up right arm and pick up 2nd block from the back.,180,Configuration_13_v1.png,human,1,0:00:09,no,very hard,awesome study,26,male,student,5/10/2016,Right,1,2,2,3,4,no,21
Pick up the orange block that is the closest to you,286,Configuration_13_v1.png,human,4,0:00:23,No,It was challenging to think from the other person's persepctive,None,26,male,Accounting,>20,Right,1,1,1,6,4,No,55
"Pick up the closest orange block that you see in front of you. There are three orange blocks total, you want to the one  that is more closer to you than the other.",358,Configuration_13_v1.png,human,4,0:02:01,"Find a starting position in order to determined the easier way to find the block, i.e. start form the left looking right or vice-versa.",Quite challenging.,,27,male,IT associate,15-20,Right,1,3,5,4,4,,81
grab the orange block closest to you.,390,Configuration_13_v1.png,human,5,0:00:23,no.,moderate.,none.,29,female,landscaping,10/15/2016,Right,1,6,6,6,6,no,87
grab the orange block closest to you.,416,Configuration_13_v1.png,human,5,0:00:15,"Describing where they should begin their search. This is usually closest, furthest, leftmost or rightmost, and going from there.",It wasn't too bad. The challenging part was the ones that were in the center of the table or center of other blocks that are similar color.,,36,male,Warehouse Worker,10/15/2016,Right,1,3,1,7,7,"No, not robots, but I program and I understand how programming languages control mechanical devices to create and move robots and sensors.",85
"Look at the group of 3 orange boxes. Grab the one that is closest to you, the one nearly touching the yellow bock.",424,Configuration_13_v1.png,human,5,0:00:38,Using distance to help me,It was very easy. The hard part was when there was a bunch of the same color near each other,none,27,male,pest control,10/15/2016,Right,1,1,1,5,5,No I haven't,3
please pick up the orange block on top of the 2 bottom ones,468,Configuration_13_v1.png,human,5,0:00:16,yes saying closest or below or upper etc,not at all challenged,,35,female,student,>20,Left,1,7,1,7,7,no i have not,241
Pick up the orange block that is second from the right.,496,Configuration_13_v1.png,human,4,0:00:25,I used relative positions,Moderately challenging to ensure correct block is chosen,,23,male,student,>20,Right,1,5,3,7,5,I have built and programmed robots to perform simple tasks like solving a maze or following a line on the ground.,243
pick up the orange block near to the yellow block.,532,Configuration_13_v1.png,human,4,0:00:21,I try to mention the near by blocks colour. So It will easy to pick up the right one.,Some are easy and are very hard to explain.,Interesting study. Thank you.,35,male,Marketing,>20,Right,0,2,2,5,5,No I didn't seen any robots in my real life.,39
The block is on the left side of the table towards the bottom. It is between the 1st and 3rd block from the bottom.,550,Configuration_13_v1.png,human,2,0:00:22,I had no strategy.,It was pretty challenging. The most challenging was describing where the blocks were.,,27,male,Sales Manager,>20,Right,1,2,4,5,5,,31
Pick up the orange block closest to you.,642,Configuration_13_v1.png,human,5,0:00:11,Looking at other blocks around it.,When there are a lot of blocks with the same color around the target block.,,25,male,programmer,>20,Right,1,3,3,5,5,no,67
"Pick up the orange block nearest to you, the one second from your right.",662,Configuration_13_v1.png,human,4,0:00:27,"I tried to use the proximity of a block to the robot, as well as the left and right directions. I also used proximity to other blocks when necessary.",The most challenging part was trying to envision how to give the instructions in an unambiguous manner that the robot would understand easily without making a mistake.,"Thanks, this was fun and interesting!",47,male,Manager,15-20,Right,1,2,2,6,7,"Only briefly on an assembly line at a food processing plant I was touring with some other managers in our company. It was nothing too fancy, mostly sorting fish by weight for human workers to manually process.",69
pick up the orange block closest to you.,710,Configuration_13_v1.png,human,4,0:00:14,No,"Hard, it was hard to remember who I was and whose right and left it was on.",,32,male,Retail,>20,Right,1,2,2,2,2,no,99
Pick up the orange block closest to you,722,Configuration_13_v1.png,human,5,0:00:24,Not that I was aware of,Was not extremely challenging. The most challenging aspect was figuring out how to describe a block that was surrounded by blocks of the same color,,37,female,Sales Manager,>20,Right,1,1,1,2,5,No,229
"In front of me are three orange blocks. Pick up the one in the middle, the one closest to you.",776,Configuration_13_v1.png,human,4,0:00:38,"No, I just tried to describe the location of the indicated block as precisely as possible.",It was a little difficult to use the right words to correctly describe where the block was.,,42,female,Medical Records Technician,>20,Right,1,1,1,4,3,No,93
You want the orange one closest to you in the grouping of the three.,832,Configuration_13_v1.png,human,3,0:00:48,trying to describe colors around the block,quite challenging.  some of them were pretty easy but over all it was difficult,i missed one of them by accidently clicking the button twice in a row and having it skip,33,male,Measurement,>20,Right,1,2,5,7,5,,221
Pick up the orange block that is closet to you.,856,Configuration_13_v1.png,human,4,0:00:23,I just spoke as if I was speaking to a real person.,"It was not terribly challenging. My biggest problem was remembering which was ""his"" right or left side.",That was fun!,61,female,Administrative support,>20,Right,1,1,1,1,1,I have not seen a robot except for at Walt Disney World many years ago and my experience was just to watch it.,13
Pick up the orange block that is the closest one to you of the three that are on the back side of the table.,990,Configuration_13_v1.png,human,2,0:00:45,I tried to imagine that I was the one receiving the instructions to make sure I could follow them.,Not too challenging. It was more challenging when there was more than one block that could meet many of the criteria.,Thank you!,56,female,homemaker,>20,Right,1,5,3,5,5,I own a robot vacuum and I've seen them at the tech center. That is about my experience with robots.,233
Pick up the orange block that is closest to you.,1098,Configuration_13_v1.png,human,4,0:00:12,"I mostly relied on table placement, to your right or left. ",When there was no clear directional (right or left) instruction to give it was very difficult to come up with something to say.,This was pretty fun.,28,female,Homemaker,>20,Right,1,1,1,5,5,Never,203
Pick up the middle orange block.,1250,Configuration_13_v1.png,human,4,0:01:11,"I tried to use directions (leftmost, farthest away, etc.) as much as I could.",It was a fairly straightforward task.  The most challenging aspect was when the targeted block was in the middle of the bunch.,N/A,27,male,Self-employed,>20,Right,1,2,2,7,7,I have never dealt with a robot before.,73
Find the cluster of orange blocks to your right.  Pick up the orange block that is closest to you of the three.,890,Configuration_13_v1.png,robot,4,0:00:37,"I was viewing the blocks from the robot's point of view and using directions like ""left"" or ""right"" from that point of reference.  I also frequently used words like ""furthest from you"" or ""closest to you"", again from the robot's point of reference.",The most challenging aspect was differentiating a block that was surrounded by other blocks of the same color.,Very interesting study and very enjoyable to complete!,23,female,"Student, Pharmacy technician",>20,Right,1,3,1,2,6,"My high school robotics team always won the top awards in the district and state.  They were so good that there was a classroom completely devoted to the robotics team.  I had a few friends who were on this team, so I was able to observe them once in a while as they were working towards the next competition.",14
Pick up the block below last one on the right side,996,Configuration_13_v1.png,robot,3,0:00:36,Nope,No one,,25,male,web design,>20,Right,1,4,5,5,5,,48
There are 2 orange blocks that are touching or are very close together. Pick up the block of those 2 that is closest to you.,944,Configuration_13_v1.png,robot,5,0:00:48,"left/right, close/far, color","pretty easy, the hardest was when the block wasn't isolated by color or location",,54,female,mturk,>20,Right,1,1,1,1,1,no,234
Pick up the orange block that is in between the yellow and orange blocks on your far right hand side.,1274,Configuration_13_v1.png,robot,2,0:00:36,I tried to give the instructions from the other person's point of view and as descriptively as possible.,"It was challenging to explain which block I wanted the other person to pick up, but quite a fun task!",Thank you for letting me participate.,42,male,Customer Service Rep,>20,Right,1,2,2,5,5,"Just common household robots like a Roomba cleaner. Otherwise, no.",72
pick the orange block closest to you.,252,Configuration_13_v1.png,robot,5,0:00:17,Choosing what location it is and what color it is.,Not much. It got hard only if there is too many blocks of same color.,None.,29,male,Contractor,>20,Right,1,1,1,7,4,No.,4
Pick up orange block that is the most near you.,1136,Configuration_13_v1.png,robot,5,0:00:24,Color was the most important factor followed by weather it was the far away/close or to the right/left.,Most challenging aspect was when the blocks were in the middle of the table.,"Survey was fun, no issues.",31,male,dairy manager,>20,Right,1,1,2,7,6,I've seen a Roomba but that's about  it.,204
"Pick up the orange block that is closest to you, or farthest from me.",842,Configuration_13_v1.png,robot,4,0:00:23,Describing blocks based on their location on the table on proximity to the robot.,It was fairly challenging. The most challenging aspect was describing blocks that were in the middle of the table.,n/a,29,male,Edicatopm,10/15/2016,Right,1,2,1,4,3,no,220
Pick up the orange block that is in the middle of the three orange blocks.,1290,Configuration_13_v1.png,robot,4,0:00:39,No I just tried to think how I would follow my instructions.,It was harder than I thought it would be.,I had to do it a second time it froze on the first try. I am using Chrome .,60,female,Homemaker,>20,Right,1,1,1,5,3,No I haven't just seen some YouTube videos of them.,70
There are three orange blocks. Pick up the one closest to you.,1084,Configuration_13_v1.png,robot,5,0:00:18,Not particularly.,The most challenging aspect was switching views of right and left from the other side of the table.,Thank you so much! :D :D :D :D This was truly enjoyable and a lot of fun!,22,female,holistic canine practitioner,>20,Right,1,2,2,2,2,no,200
Pick up the orange block that is closest to you.,114,Configuration_13_v1.png,robot,4,0:00:18,"none really, just described its location and its relation to the other blocks",trying to keep my right and left and the robot's right and left straight,,39,female,unemployed,>20,Right,1,2,3,6,3,not that I can remember,90
Pick up the orange block that is second from the right from your view.,238,Configuration_13_v1.png,robot,5,0:00:32,"I tried using nearby blocks. I also tried using terms such as ""nearest"" and ""farthest"" from either me or from the robot. ",The most challenging aspect was picturing how the robot would see the table form its point of view.,Very interesting HIT! I hope I did it correctly.,22,male,Mechanical Engineer,>20,Right,1,5,3,6,4,"Yes, I have seen robots before and have worked on small-time robot projects at work as well as school. ",222
grab the orange block that is right above the furthest most orange block on the left.,158,Configuration_13_v1.png,robot,2,0:00:32,"Yes, I used the blocks below that were adjacent to the block selected.",I thought it was a bit challenging especially trying to describe the position.,No comments.,28,male,Retail sales,15-20,Left,1,3,5,5,6,"No, I have not seen any robots in person.  I have seen some robots but it was not the actual working type.",20
You want to pick up the orange block that is in between the other orange blocks.,1110,Configuration_13_v1.png,robot,4,0:00:51,"Just counting the blocks that are together, and by their colors. ",It really wasn't too challenging. It was fun.  Just had to think about it sometimes.,,39,female,Accounts Rec/Payable,>20,Left,,1,3,1,3,"No, I have not.",202
Look at the orange blocks which are on the table.  Please pick up the orange block which is below and to the right of the left most yellow block.,546,Configuration_13_v1.png,robot,2,0:00:59,Try to command the robot to focus on a certain area of the table and direct him that way.,"It was quite challenging, especially when there are multiple blocks of the same color in the same area.",,43,male,self-employed,>20,Left,1,3,3,4,4,"I have not seen any robots in person other than the toy servant robots back during the 80s.  I've seen them on television/movies/etc, but I do not have first-hand experience with them.",38
Look for an orange block. Pick up the orange block that is closest to you.,1036,Configuration_13_v1.png,robot,4,0:00:26,I found myself navigating the robot with direction in relation to them.,Some of the last few questions were a little difficult. The direction didn't always help as much as previous questions.,I don't have any additional comments.,25,male,Sales Associate,10/15/2016,Right,1,2,3,6,6,I have not seen robots in person before.,40
There are three orange blocks in front of me.  Please pick up the middle orange block.,618,Configuration_13_v1.png,robot,4,0:00:25,"I try to make sure I mention the location of the block, whether it is on the left or right side of the table.","It was challenging, but I think it got easier as I got used to it.  The most challenging aspect was trying to describe where a block was when it was surrounded by other blocks of the same color.",none.,34,female,Customer Service Rep,15-20,Left,1,2,2,3,5,No,66
Pick the orange block that is closest to you,340,Configuration_13_v1.png,robot,,0:00:17,I looked at the block placement from the robots view and angle and used direction to explain it.,"It was interesting and slightly challenging, relatively easy",,43,female,financial employee,>20,Right,1,1,1,3,2,,80
Grab the orange block that is in the middle of the cluster of 3 orange blocks.,150,Configuration_13_v1.png,robot,3,0:00:52,I usually used the sides as a reference point. I would say left-most and right-most as directions.,"I do not think the task was very challenging at all. If the blocks were less clustered by color, and assorted randomly, it would be more difficult.",,25,male,Retail,10/15/2016,Right,1,5,4,7,7,"Nothing more than very simple, non-human-like robots.",26
Pick up the 1st orange block that is in front of the orange block,404,Configuration_13_v1.png,robot,2,0:00:50,"Using terms right. left, closest .furthest",Not too bad. Could have probably worded nicer,Was pretty cool - thanks,58,male,cashier,15-20,Right,1,2,1,1,1,"No, would like to",84
Pick up the middle orange block,656,Configuration_13_v1.png,robot,5,0:00:08,Directions from their perspective,"easy, hardest was when there were a shit load of same colored blocks that werent aligned ",,20,male,it specialist,>20,Right,1,2,2,7,7,no,68
There are three orange blocks in the center of the table. Pick up the orange block that is closest to you.,514,Configuration_13_v1.png,robot,4,0:00:46,"I tried to take the perspective of the robot when giving commands, so what appeared to be on the right from MY perspective would be on the left for the robot's perspective. When giving commands, I used the robot's perspective to try to increase the accuracy of the issued commands.","The most challenging aspect was trying to describe which block the robot should pick up when the indicated block was surrounded by other blocks of the same color. Trying to give accurate descriptions using surrounding colors was tricky, e.g.: ""the blue block directly below a yellow block,"" etc.",,29,male,Financial analyst,>20,Right,1,2,2,3,3,Not applicable,242
Pick up the orange block on the right side that is between the yellow block and two other orange blocks.,458,Configuration_13_v1.png,robot,3,0:00:59,I tried to give location and then surrounding objects as well as what side or in center (of the robot) they are located.,"It was challenging to be specific but not confusing and to remember which sides for the robot versus my perspective.  I am sure I mixed up at least one saying the robot's right side, but was supposed to be left.  Was challenging to tell my brain to see it from the other side of the table.",Great task.  Enjoyed the challenge and nice user format.  Interesting. No issues everything ran well.  Thank you.,48,female,Teacher,>20,Right,1,2,4,6,5,"No I haven't, but I would love to see or even experience using one.",244
Pick up the nearest orange block.,1188,Configuration_13_v1.png,robot,3,0:00:20,"Mostly tried to give commands in spatial terms (closest, furthest) so that they made the most sense (hopefully.)",Reminding myself to give the commands from the perspective of the robot of not of myself.,N/A,29,male,Retail,15-20,Right,1,2,2,7,5,I have not.,208
Pick up the orange block closest to you,928,Configuration_13_v1.png,robot,5,0:00:24,No strategies really.,It wasn't very challenging.,,27,male,Unemployed,>20,Right,1,1,1,5,3,No,238
Pick up the closest orange block.,278,Configuration_13_v1.png,robot,5,0:00:10,I tried to be as direct as possible.,Most of them were pretty easy. I had no trouble with any of them.,Fun stuff actually.,29,female,Educator,>20,Right,1,2,1,2,1,I've been around a roomba before. That's about all.,58
"Of the three orange blocks, pick up the one closest to you.",974,Configuration_13_v1.png,robot,5,0:00:19,"Defining the directions as closest to me, closest to the robot, robot's left, and robot's right. Also, singling out by color first to avoid confusion.",It was somewhat easy. The most challenging aspect was telling it how to grab blocks that were very near each other but not near the edge.,None. It was stimulating.,31,male,Cafe Worker,15-20,Right,1,2,2,7,5,Hmm. Certainly not recently.,232
Pick up the orange block that is the closest to you of the three orange blocks.,256,Configuration_13_v1.png,robot,3,0:00:47,"Several strategies:
- Pick out ALL the blocks of the same color as the target block
- THEN, identify target block by distance from robot (e.g., closest/farthest blue)
- OR, identify target block by relationship to other blocks of same color (e.g., rightmost blue)","Needing multiple steps to identify target block, hoping that robot understood ""pick out the three blue blocks that are adjacent to one another"" was NOT an action command but instead a preliminary step of defining a subset.",,54,female,teacher,10/15/2016,Right,1,1,1,1,1,"No, only a handful of short videos.",8
the four yellow blocks in the center? it's the one in the top and to your left.,1582,Configuration_13_v2.png,human,4,0:00:27,"I made sure to say right and left in relation to THEIR view, not mine","some were really easy, some challenging. the challenging ones had a bunch of the same colored block with the targeted block in center of them",,30,female,homemaker,15-20,Right,1,1,1,2,2,no not really,927
Pick up the yellow block that is in between 3 other yellow blocks and next to a green block.,325,Configuration_13_v2.png,human,2,0:00:31,"If the box was a color that was closest to either of us, that would be the easiest strategy to go with. ",It was challenging when there were several of the same color surrounding the targeted box. It was hard to describe to them which one to pick.,Thanks for the HIT! This was unique and fun! I enjoyed doing it.,23,female,Sales,>20,Right,1,2,1,2,5,No,83
Pick up the yellow block that is directly to the right of a green block.,1069,Configuration_13_v2.png,human,2,0:00:43,"Divide the table into left and right, near and far. So four quadrants to describe where the chosen block was located.  Also using numbering when necessary to indicate which block i.e. ""second yellow block from the left""",Somewhat challenging.  It was most difficult when there were multiple blocks of the same color located close together and you had to find a way to descriptively single out one from the others.,"It was fun, was not expecting to enjoy it as much as I did.",34,female,Attorney,10/15/2016,Right,1,1,1,2,2,No,9
"pick the yellow block, third from the left",1203,Configuration_13_v2.png,human,,0:00:32,"No, I have not.",It was not challenging.,,30,male,consultant,>20,Right,1,2,4,3,3,I have owned toy robots.,77
the yellow block that is flush with a green block,1131,Configuration_13_v2.png,human,2,0:00:16,i based it off of where I sat,when multiple of hte same colored block were together,no,24,male,engineer,15-20,Right,1,5,3,7,6,"yes, i programmed and made my own boe bot robot",205
"There are two green blocks right next to each other. One of these green blocks is touching a yellow block. Pick up the yellow block it is touching. This yellow block is next to a bunch of other yellow blocks, but you want to pick up the one that is touching a green block.",41,Configuration_13_v2.png,human,2,0:00:41,No,It was challenging if it was a block surrounded by many other blocks.,,28,female,self-employed,>20,Right,1,1,1,7,5,,215
grab the second yellow  block from the left that is touching the green block.,1439,Configuration_13_v2.png,human,2,0:00:18,I followed common sense strategies.,Not challenging. Describing different blocks of the same color.,interesting.,25,male,self employed,>20,Left,1,2,2,3,3,no,903
Pick up the block located at the southeast of the second green block from the top.,1335,Configuration_13_v2.png,human,2,0:01:16,Tried to find something that would differ the specific cube from others,Moderately challenging at the beginning but it get's easier with practice.,,28,female,Engineer,15-20,Right,1,3,1,5,3,"Yes, I had to build one in one of my classes ",915
"Move the blue and yellow blocks out of the way, then drag the other yellow block toward you.",1037,Configuration_13_v2.png,human,5,0:00:24,My only strategy was to try to make it seem as straight forward and simplistic as possible for the one who had to pick up the blocks.,It wasn't very challenging. Probably the repetitiveness of it was the hardest.,It was interesting. Thank you.,32,male,Accountant,10/15/2016,Right,1,7,5,5,5,I have not.,41
"From your point of view, grab the second yellow block directly behind the left most blue block.",1155,Configuration_13_v2.png,human,4,0:00:54,I thought the best strategy was to explain things from the point of view of the person.,I did not find in that challenging except occasionally when you had to explain to grab a block in a cluster of similarly colored blocks.,This was really fun and interesting. Thanks,24,male,Programmer,>20,Right,1,4,2,4,3,"I took a class in college where I had to design Autonomous robots, including a claw to pick up objects and a car that had to follow a path.",207
Pick up the closer yellow block that's touching a green block.,1063,Configuration_13_v2.png,human,3,0:00:21,"Ideally, I could locate a block in a clear, unambiguous way in relation to the other person, e.g. 'the closest [whatever] block to you.' Failing that, I tried to locate the block in relation to other blocks, in such a way that the position was unique, or at least the most probable of several similar possibilities.","This actually reminded me of a similar block orienting task I did some time ago for Percy Liang at Stanford! (That is, he's at Stanford, not me. I'm just here doing the HITs.) So I didn't find it too challenging based on that prior experience. But when I had to indicate a block of a certain color when there were numerous such blocks next to each other on the table--that was somewhat tricky. I'd be interested to see whether the instructions would be used to correctly identify the indicated block.","With the possible exception of the Australian universities, who are operating on a different pay structure, CMU has the best academic HITs on AMT. Thanks for another one.",35,male,Software quality assurance,>20,Right,1,1,2,5,5,"While I've seen them often enough on television, I don't believe I've ever seen one in person.",1
Pick up the block on your left side thats in the middle.,1499,Configuration_13_v2.png,human,2,0:00:42,"Not really, just tried to describe the general area the best I could without being confusing.","It was pretty challenging, I found the hard ones to be where the block was located somewhere in the middle, on a particular side.",It was fun!,23,male,Student,15-20,Right,1,2,3,6,5,No,905
"Raise your right hand in the air, reach directly across the table and touch the first yellow block that is directly adjacent to the green block .",583,Configuration_13_v2.png,human,1,0:01:07,"If I have followed strategies, I am unaware of the times when I do. ",This task was extremely challenging and hard.,This was an interesting task.,33,female,System Analyst,15-20,Right,1,1,1,7,7,No I have not.,37
pick up the yellow cube that's touching the green cube but not the yellow cube that's closest to me!,217,Configuration_13_v2.png,human,5,0:00:56,Using a straightforward method that would be easy for anyone to understand.,"I thought it was pretty easy. The most challenging part was when there were a lot of different color blocks grouped together, it made it pretty hard to  explain. ",,27,male,Sound Engineer,>20,Right,1,1,1,2,1,"No, I have not.",29
"The yellow block in the center, it is sitting next to a green block",1165,Configuration_13_v2.png,human,4,0:00:38,I just tried to guide the person to the correct place.,it was not too bad.,Nothing more to add,26,female,sales,15-20,Right,1,2,2,5,4,"yes, they are mostly everywhere not like the traditional hollywood sense. But there is variations of one just about everywhere you look.",209
Pick up the yellow block that closest to a green block.,443,Configuration_13_v2.png,human,2,0:00:23,"At first I looked to see how many there were of the color of the block of interest. Then I looked to see if it was close, far, or to the right or left of the subject. Then I looked to see what blocks were closest around it. That was the order of instruction I followed and it seemed to work well.","The task was intellectually stimulating, but not challenging. Once I thought through the problem, and reread my instructions as if I was the subject, I had a pretty good idea that I was on the right track.","Thanks! Carnegie Mellon is a world class institution and I am proud to say that I am from Pittsburgh (where CMU is located, naturally). Go Steelers!",37,male,Clinical Project Manager,>20,Right,1,2,3,5,4,I've never seen anything beyond what you would see at Disneyworld or the like. I like watching the robot soccer games.,7
Pick up the yellow block directly to the right of the bottom green block,101,Configuration_13_v2.png,human,4,0:00:46,No specific strategy really.,"Some were challenging, but not too hard.",,40,no answer,Data Processor,>20,Right,1,1,2,6,6,Yes. The place I used to work had a robot that stacked and wrapped pallets.,227
"Pick up the yellow block, in the middle touching the green block on the left side.",1399,Configuration_13_v2.png,human,2,0:00:33,"Not really, just addressing each case individually. ",The most challenging tasks were the ones where there were several of the same color bunched together.,,37,male,HR Specalist,>20,Right,1,1,1,6,5,No,913
Pick up the yellow block on the left in the second row of yellow.,809,Configuration_13_v2.png,human,2,0:00:36,Relating the distance from him,Pretty challenging. Trying to figure out how to describe it.,,38,male,Dispatcher,>20,Right,1,1,1,7,7,Nope,95
