Description,Index,Scenario,NumOfWords,TargetBlockId,ClickedBlockIdList,Accuracy(AvgOn10),TimeToComplete(AvgOn10),InternalUserIDList
pick up the blue block that is second to the farthest left.,712,Configuration_2_v1.png,12,11,"[11, 5, 11, 11, 11, 5, 11, 11, 7, 5]",0.6,19.2175605,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
"pick up the green block on your right but not the furthest right, pick up the one next to the far right one.",711,Configuration_6_v2.png,23,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,12.9250244,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
pick up the orange block closest to you.,710,Configuration_13_v1.png,8,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1.0,5.7660906,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
Pick up the yellow block furthest from you.,661,Configuration_5_v2.png,8,10,"[10, 10, 10, 10, 10, 10, 14, 14, 10, 10]",0.833333333333,5.25952066667,"[513, 319, 584, 97, 466, 143, 224, 608, 379, 270]"
There are three green blocks touching on another in the middle of all the blocks and I would like you to pick up the middle of those three green blocks.,660,Configuration_8_v1.png,30,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,12.4717596,"[566, 467, 144, 419, 271, 380, 320, 225, 98, 607]"
Pick up the yellow block that is directly to the right of a green block.,1069,Configuration_13_v2.png,15,9,"[9, 9, 13, 9, 9, 9, 9, 13, 9, 9]",0.8,13.5137403,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Pick up the orange block that is the farthest away from you.,1068,Configuration_5_v1.png,12,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",1.0,5.71735241667,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
Pick up the green block that's touching the yellow block furthest away from you.,1061,Configuration_8_v2.png,14,7,"[7, 7, 13, 10, 7, 1, 7, 7, 7, 10]",0.692307692308,11.0554430769,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Pick up the yellow block that's in the middle of three green and one blue block.,1060,Configuration_11_v1.png,16,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",1.0,14.9711603,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Pick up the closer yellow block that's touching a green block.,1063,Configuration_13_v2.png,11,9,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",1.0,10.423344,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
Pick up the blue block that is third from the left.,1065,Configuration_2_v2.png,11,10,"[10, 7, 10, 10, 7, 10, 10, 10, 10, 7]",0.7,12.9629238,"[566, 467, 144, 419, 608, 271, 380, 320, 225, 98]"
Pick up the closest green block.,1064,Configuration_3_v1.png,6,6,"[6, 6, 6, 6, 6, 6, 8, 6, 6, 6]",0.9,3.67523,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the green block that is farthest to your left,1067,Configuration_7_v2.png,11,14,"[14, 14, 14, 14, 14, 14, 14, 14, 15, 4]",0.857142857143,7.77001042857,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Pick up the blue block that is the farthest to your right,1066,Configuration_14_v1.png,12,3,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3]",0.9,20.9564868,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
There is a green block that is closest to you. Pick it up.,1087,Configuration_1_v2.png,13,8,"[8, 8, 8, 3, 8, 8, 8, 8, 8, 8]",0.9,7.0474558,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Directly in front of you are two yellow blocks. Right behind them is a green block. Pick it up.,1085,Configuration_6_v2.png,19,8,"[11, 8, 8, 8, 8, 8, 11, 8, 8, 11]",0.727272727273,11.2119410909,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Pick up the blue block near the opposite side of the table that is between a yellow block and green block.,592,Configuration_12_v1.png,21,8,"[6, 8, 8, 8, 7, 8, 8, 8, 8, 8]",0.8,37.0443596,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Pick up the green block that is right next to a blue block.,595,Configuration_7_v2.png,13,14,"[4, 14, 14, 14, 14, 14, 14, 14, 14, 14]",0.9,10.9341868,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
All the way to your left is a green block with another green block behind it. Pick up the green block in front of the farthest green one.,1081,Configuration_7_v2.png,28,14,"[14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",1.0,11.2645340769,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
"There are two green blocks right in front of you, behind them to your left are two green blocks close to one another. Pick up the left most block of those two that are almost touching.",1080,Configuration_8_v1.png,36,6,"[10, 4, 13, 10, 13, 13, 15, 7, 10, 13]",0.0,26.1082377,"[610, 603, 490, 17, 407, 167, 129, 368, 537, 308]"
Pick up the yellow block that is furthest away from you.,599,Configuration_5_v2.png,11,10,"[10, 10, 10, 10, 10, 10, 10, 2, 10, 10]",0.9,8.2918587,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Pick up the green block that is furthest away from you.,598,Configuration_9_v1.png,11,11,"[11, 11, 11, 11, 6, 11, 11, 6, 11, 11]",0.818181818182,7.45948472727,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
Pick up the green block farthest to your left.,1089,Configuration_3_v2.png,9,12,"[12, 12, 12, 6, 12, 12, 12, 12, 12, 6]",0.818181818182,35.1104588182,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pick up the blue block farthest to your right.,1088,Configuration_14_v1.png,9,3,"[13, 13, 3, 9, 3, 3, 3, 3, 3, 3]",0.769230769231,8.14439376923,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 248]"
There is a block in the right side of the table. Lift your right hand and put it over the table. i will guide you as to what direction and when to pick up the block,1408,Configuration_4_v1.png,36,6,"[4, 4, 4, 4, 1, 4, 4, 6, 2, 2]",0.1,29.0438418,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
Lift your right hand and put it over the table. i will guide you as to what direction and when to pick up an object. The object is the second block.,1403,Configuration_14_v2.png,31,7,"[1, 9, 1, 11, 1, 1, 3, 1, 1, 3]",0.0909090909091,38.3253363636,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 248]"
"Put your left hand on the table and slide it forward,i will tell you when to stop and the I want you to pick up a block",1402,Configuration_3_v2.png,27,12,"[10, 9, 4, 13, 3, 10, 10, 13, 6, 10]",0.642857142857,7.35444632143,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Lift your left hand and put it over the table. i will guide you as to what direction and when to pick up an object.,1401,Configuration_5_v1.png,25,11,"[2, 13, 2, 14, 12, 3, 15, 13, 2, 14]",0.0909090909091,30.2629065455,"[539, 169, 19, 261, 131, 452, 336, 409, 370, 492]"
Pick up the green block at the top left portion of the blocks.,1400,Configuration_3_v2.png,13,12,"[12, 12, 12, 12, 12, 12, 7, 6, 12, 12]",0.8,9.4018007,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
There is a block in the middle of the pile. Lift your left hand and put it over the table. i will guide you as to what direction and when to pick up the block,1407,Configuration_6_v2.png,35,8,"[8, 8, 8, 12, 8, 8, 4, 8, 8, 8]",0.846153846154,27.6856420769,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
Lift your left hand and put it over the table. i will guide you as to what direction and when to pick up an object. it will be the 3rd block in on your left,1405,Configuration_13_v2.png,35,9,"[9, 7, 14, 7, 11, 12, 10, 11, 12, 9]",0.333333333333,16.9672971667,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
Pick up the first blue block that is in front of you and slightly to your right side between the green and yellow blocks.,449,Configuration_11_v2.png,24,4,"[4, 4, 9, 4, 4, 4, 4, 4, 4, 4]",0.9,12.3845787,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
Pick up the green block that is farthest away from you and on the left.,448,Configuration_9_v1.png,15,11,"[5, 11, 11, 11, 6, 11, 3, 11, 11, 11]",0.727272727273,14.362847,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
Pick up the second green block from the top,1339,Configuration_7_v2.png,9,14,"[14, 14, 14, 14, 14, 14, 14, 14, 5, 14]",0.909090909091,11.993891,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Locate and pick up the blue block standing closest to you,1338,Configuration_11_v2.png,11,4,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1.0,10.6618256,"[610, 603, 490, 17, 407, 167, 129, 368, 537, 308]"
Pick up the green block that is closest to you.,693,Configuration_9_v2.png,10,6,"[6, 6, 6, 6, 11, 11, 6, 6, 6, 6]",0.8,5.6035137,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the yellow block that closest to a green block.,443,Configuration_13_v2.png,11,9,"[9, 9, 9, 12, 9, 9, 12, 9, 9, 12]",0.7,15.7225199,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pick up the orange block that is farthest away from you.,442,Configuration_5_v1.png,11,11,"[11, 11, 11, 11, 6, 11, 11, 11, 11, 11]",0.9,9.3145908,"[226, 468, 593, 381, 515, 607, 321, 272, 145, 99]"
Locate and pick up the green block located on the top part of the table,1337,Configuration_3_v2.png,15,12,"[12, 12, 6, 12, 12, 12, 12, 12, 12, 12]",0.9,19.4299603,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Locate and pick up the orange block located of the northwest corner of the table,1336,Configuration_10_v1.png,15,15,"[15, 14, 2, 15, 15, 15, 15, 15, 15, 15]",0.833333333333,16.32202425,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Pick up the blue block behind the orange block.,447,Configuration_2_v2.png,9,10,"[10, 10, 10, 10, 10, 11, 5, 11, 10, 5]",0.6,11.9066024,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
"Pick up the orange block that is the furthest away, and which is spaced away from the rest of the blocks.",690,Configuration_10_v1.png,21,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",1.0,6.60891709091,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the blue block that is farthest away from you.,445,Configuration_12_v2.png,11,1,"[1, 1, 6, 1, 1, 1, 1, 1, 1, 1]",0.916666666667,5.30155533333,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Pick up the blue block that is farthest on your left.,444,Configuration_7_v1.png,11,13,"[13, 13, 13, 13, 13, 14, 2, 13, 13, 13]",0.8,7.6125993,"[610, 603, 490, 17, 407, 167, 129, 368, 537, 308]"
Pick up the yellow block that is almost completely touching the green block on its side.,691,Configuration_13_v2.png,16,9,"[9, 9, 12, 9, 9, 9, 9, 9, 12, 9]",0.8,21.6632913,"[539, 169, 19, 261, 131, 452, 336, 409, 370, 492]"
Pick up the blue block that is slightly to the side of the closest orange block to you.,696,Configuration_2_v1.png,18,11,"[4, 11, 11, 11, 5, 11, 7, 11, 11, 11]",0.7,14.3145891,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick up the blue block farthest away from you.,1543,Configuration_11_v2.png,9,4,"[10, 10, 10, 10, 10, 10, 4, 10, 10, 10]",0.357142857143,5.91458642857,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
"There is a row of three green blocks very close to each other in the middle of the block arrangement. On either side of these three green blocks, there is a blue block. Pick the green block directly in the middle of this row of three green blocks.",38,Configuration_8_v1.png,48,6,"[6, 6, 11, 6, 6, 6, 6, 6, 6, 6]",0.9,19.9903914,"[280, 3, 608, 523, 153, 436, 393, 234, 107, 329]"
Pick up the blue block that is next to the green block.,694,Configuration_7_v1.png,12,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]",1.0,6.14542591667,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Pick up the yellow block that is closest to me and furthest from you.,33,Configuration_5_v2.png,14,10,"[10, 10, 10, 10, 10, 14, 10, 10, 10, 10]",0.909090909091,8.87546990909,"[226, 608, 468, 593, 381, 515, 321, 272, 145, 99]"
Pick up the yellow  block.,32,Configuration_1_v1.png,5,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,7.77720763636,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
Pick up the blue block that is above a green block and below another blue block.,31,Configuration_14_v2.png,16,7,"[7, 7, 7, 7, 7, 7, 7, 7, 6, 7]",0.9,27.7999366,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Pick up the green block farthest away from you.,1541,Configuration_9_v2.png,9,6,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",0.0,7.3785253,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
"Pick up the blue block that is next to another blue block and green block, and above an orange block.",36,Configuration_12_v1.png,20,8,"[8, 8, 8, 12, 8, 8, 8, 8, 8, 8]",0.916666666667,13.7574441667,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pick up the green block that is below another green block and right next to a blue block.,35,Configuration_7_v2.png,18,14,"[14, 14, 14, 14, 14, 14, 14, 15, 14, 14]",0.9,13.6652194,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
Pick up the green block that is closest to me and furthest from you. It is not near any other green block.,34,Configuration_9_v1.png,22,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 5]",0.916666666667,8.05617308333,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Pick p the yellow block that is furthest away from your  center.,1241,Configuration_5_v2.png,12,10,"[10, 10, 2, 14, 10, 14, 14, 14, 14, 10]",0.454545454545,10.8661328182,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Pick up the green block that is nearest to me.,1240,Configuration_9_v1.png,10,11,"[6, 6, 11, 3, 11, 11, 6, 11, 11, 11]",0.692307692308,4.88122238462,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 248]"
Pick up the blue block furthest from you.,643,Configuration_12_v2.png,8,1,"[1, 1, 1, 1, 1, 1, 9, 6, 1, 1]",0.8,10.7012525,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
"There is a bunch of blocks together. At the top, grab the one immediately to the left of the utmost top.",1534,Configuration_12_v1.png,21,8,"[1, 8, 8, 5, 5, 13, 1, 8, 12, 8]",0.571428571429,15.1219255714,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
"To your right, count 2 blocks, then grab the one immediately after it.",1533,Configuration_4_v2.png,13,5,"[5, 2, 4, 5, 13, 3, 7, 3, 7, 5]",0.363636363636,20.5219668182,"[226, 468, 593, 381, 515, 607, 321, 272, 145, 99]"
Pick up the green block that is furthest away from me.,1244,Configuration_3_v1.png,11,6,"[6, 6, 12, 6, 12, 6, 6, 6, 12, 12]",0.6,7.7270865,"[490, 17, 407, 167, 129, 368, 607, 537, 308, 623]"
Use your right arm and put it on the edge of the table straight ahead.  Slide your hand sideways until you feel 3 blocks.  Grab the middle one.,1247,Configuration_11_v2.png,28,4,"[4, 11, 5, 12, 14, 6, 4, 4, 4, 2]",0.4,26.1582703,"[312, 133, 494, 621, 577, 113, 263, 217, 454, 372]"
Pick up the green block in the center of the 5 green blocks,646,Configuration_6_v1.png,13,12,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",1.0,11.3980101,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Raise your right hand and put it on the edge of the table straight ahead.  Slide it forward until you feel a block.  Disregard the first 2 blocks and pick up the third.,1249,Configuration_4_v2.png,33,5,"[2, 5, 7, 5, 2, 5, 5, 10, 2, 2]",0.4,25.3719859,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the second yellow block from the left,648,Configuration_11_v1.png,9,11,"[1, 11, 1, 11, 11, 11, 11, 11, 11, 11]",0.8,8.7534872,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
"To your left, grab the closest box after the first",1539,Configuration_2_v2.png,10,10,"[11, 11, 11, 11, 2, 11, 15, 2, 2, 11]",0.0,14.4094369,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
"To your left, count 2 blocks then grab the one immediately after it.",1538,Configuration_3_v2.png,13,12,"[13, 13, 12, 4, 13, 3, 9, 4, 10, 13]",0.1,28.9876171,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
Pick the blue block that closest to you,338,Configuration_7_v1.png,8,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]",1.0,21.3806686,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Choose the yellow block that is closest to me.,335,Configuration_5_v2.png,9,10,"[10, 10, 10, 10, 2, 10, 10, 2, 10, 10]",0.8,7.2231875,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
Skip over the first two green blocks that are in front of you and pick up the green box directly in front of them.,334,Configuration_6_v1.png,24,12,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",1.0,19.6586422,"[610, 603, 490, 17, 407, 167, 129, 368, 537, 308]"
Pick the green block that is farthest from you,337,Configuration_3_v2.png,9,12,"[12, 6, 12, 6, 12, 12, 12, 12, 12, 12]",0.833333333333,4.35495433333,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
"out of the 3 blue blocks to your left, choose the one in the middle. It's also the one that is closest to the orange box that is near you.",336,Configuration_2_v1.png,30,11,"[11, 11, 11, 7, 11, 11, 11, 11, 6, 11]",0.8,11.8978944,"[282, 109, 395, 608, 525, 438, 331, 236, 478, 5]"
Choose the green box that is closest to me.,330,Configuration_9_v1.png,9,11,"[11, 11, 11, 6, 11, 11, 11, 6, 11, 11]",0.818181818182,4.72510545455,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Choose the orange block that is closest to you.,333,Configuration_10_v2.png,9,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,7.14076725,"[529, 399, 286, 608, 159, 442, 121, 240, 9, 360]"
See the 3 green blocks in the center of the table? They are lined up almost side by side? Choose the green block that is in the middle of those three.,332,Configuration_8_v1.png,31,6,"[6, 6, 10, 6, 6, 6, 6, 6, 6, 6]",0.923076923077,31.170064,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
I would ask them to pick the second to last block on their right.,1464,Configuration_6_v1.png,14,12,"[12, 2, 2, 2, 2, 2, 2, 8, 2, 2]",0.1,22.4235781,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Pick up the blue block that is the furthest to the right.,948,Configuration_14_v1.png,12,3,"[3, 3, 13, 3, 13, 13, 3, 3, 3, 13]",0.636363636364,6.36178772727,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
Pick up the green block that is closest to you.,949,Configuration_1_v2.png,10,8,"[8, 8, 7, 8, 8, 8, 5, 8, 8, 8]",0.8,4.5042075,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
On the left hand side of the group of blocks are 5 green blocks. Pick up the one that is in the middle.,946,Configuration_6_v1.png,23,12,"[12, 12, 8, 12, 12, 12, 12, 12, 12, 14]",0.833333333333,16.97638275,"[566, 467, 144, 419, 608, 271, 380, 320, 225, 98]"
Pick up the green block that is furthest from you.,947,Configuration_3_v2.png,10,12,"[12, 12, 6, 12, 12, 12, 12, 12, 12, 12]",0.9,8.4314016,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
There are 2 orange blocks that are touching or are very close together. Pick up the block of those 2 that is closest to you.,944,Configuration_13_v1.png,25,2,"[2, 1, 2, 2, 2, 2, 2, 2, 2, 2]",0.916666666667,13.8751456667,"[435, 388, 475, 152, 247, 2, 328, 522, 279, 106]"
Look for the orange block that is furthest to the right. Count 2 yellow blocks back going away from you. That second yellow block is the one you should pick up.,945,Configuration_4_v2.png,31,5,"[5, 1, 5, 5, 6, 5, 5, 7, 5, 5]",0.8,19.9086958667,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
"Look for the 3 blue blocks that are all close to each other. They form kind of an ""L"" shape. Pick up the block that is the corner of the ""L"".",942,Configuration_2_v1.png,31,11,"[11, 11, 12, 11, 11, 11, 11, 11, 11, 11]",0.916666666667,11.5262835833,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Look for 3 green block that are all touching in a row. Pick up the middle one of those 3 blocks.,940,Configuration_8_v1.png,21,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,21.2643439,"[539, 169, 19, 261, 131, 452, 336, 409, 370, 492]"
Pick up the green block that is closest to you.,941,Configuration_9_v2.png,10,6,"[6, 11, 6, 11, 6, 6, 11, 6, 6, 6]",0.727272727273,6.28976572727,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 248]"
Pick up the green block to your left that has two green blocks in front of it and two green block behind it.,132,Configuration_6_v1.png,23,12,"[12, 12, 12, 12, 12, 3, 12, 12, 12, 12]",0.9,22.858914,"[226, 608, 468, 593, 381, 515, 321, 272, 145, 99]"
Pick up the yellow block that is closest to me.,131,Configuration_5_v2.png,10,10,"[10, 10, 10, 2, 10, 10, 10, 10, 10, 10]",0.909090909091,8.16920254545,"[529, 399, 286, 608, 159, 442, 121, 240, 9, 360]"
Pick up the green block that is closer to you.,130,Configuration_3_v1.png,10,6,"[6, 6, 6, 6, 6, 12, 6, 6, 6, 6]",0.9,10.2204009,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the blue block to your left that is immediately in front of an orange and a blue block.,137,Configuration_2_v2.png,20,10,"[11, 10, 10, 11, 9, 10, 10, 5, 10, 10]",0.6,27.5284166,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Pick up the blue block to your left.,136,Configuration_7_v1.png,8,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]",1.0,6.59654481818,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
Pick up the orange block that is closest to you.,135,Configuration_10_v2.png,10,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,10.2594377273,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
Pick up the green block that is closest to me.,134,Configuration_9_v1.png,10,11,"[11, 11, 6, 6, 11, 6, 11, 11, 11, 11]",0.769230769231,5.14012176923,"[282, 109, 395, 608, 525, 438, 331, 236, 478, 5]"
Pick up the green block in the center that is behind a yellow block.,139,Configuration_8_v2.png,14,7,"[8, 7, 7, 1, 7, 1, 7, 7, 7, 7]",0.769230769231,12.6806008462,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick up the yellow block to your right that is immediately left of a blue block.,138,Configuration_4_v1.png,16,6,"[6, 1, 6, 6, 5, 10, 6, 6, 7, 6]",0.636363636364,21.2758854545,"[226, 608, 468, 593, 381, 515, 321, 272, 145, 99]"
pick up the blue block that is just above the orange block on your immediate right,1354,Configuration_2_v2.png,16,10,"[5, 1, 1, 1, 5, 5, 4, 1, 1, 1]",0.333333333333,72.8452012667,"[610, 603, 490, 17, 407, 167, 129, 368, 537, 308]"
pick up the green block closest to me,708,Configuration_9_v1.png,8,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 6]",0.909090909091,4.91485218182,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
"pick up the yellow block that is on your right, but not the one that is furthest right, but the one next to it.",709,Configuration_4_v2.png,24,5,"[5, 13, 5, 5, 5, 13, 5, 5, 5, 5]",0.818181818182,12.9966658182,"[226, 608, 468, 593, 381, 515, 321, 272, 145, 99]"
Pick up the yellow block that is in between the right side of you and me,704,Configuration_11_v1.png,16,11,"[10, 9, 2, 2, 2, 2, 2, 2, 2, 11]",0.307692307692,16.9961483846,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
pick up the blue block that is closest to me on your right,705,Configuration_12_v2.png,13,1,"[1, 12, 1, 8, 1, 1, 1, 1, 1, 1]",0.8,12.9679402,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
pick up the orange block closest to me,706,Configuration_10_v1.png,8,15,"[6, 15, 15, 15, 15, 15, 15, 15, 15, 6]",0.846153846154,10.2565262308,"[513, 319, 584, 97, 466, 143, 224, 379, 270, 609]"
pick up the green block on your left closest to you.,707,Configuration_7_v2.png,11,14,"[14, 15, 14, 14, 14, 14, 15, 14, 14, 4]",0.727272727273,10.0264498182,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 623]"
"Pick up the blue block that is in front of and next to the yellow block, spaced further away from the rest of the blue blocks.",700,Configuration_14_v1.png,26,3,"[3, 3, 3, 3, 6, 3, 5, 3, 3, 3]",0.818181818182,20.6215084545,"[147, 422, 470, 517, 588, 101, 350, 246, 274, 383]"
Pick up the green block closest to me,701,Configuration_1_v2.png,8,8,"[3, 2, 5, 8, 3, 8, 8, 3, 5, 5]",0.3,7.4281941,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Pick up the orange block on the far right,702,Configuration_5_v1.png,9,11,"[5, 5, 6, 5, 5, 7, 5, 5, 5, 5]",0.0,9.7434423,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the green block on the far right,703,Configuration_3_v2.png,9,12,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.0909090909091,7.47342263636,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Pick up the orange block that is the farthest away from you to the left.,88,Configuration_10_v1.png,15,15,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 6]",0.928571428571,8.80314014286,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
From your perspective i would pick the orange one that is far up top and far right.,82,Configuration_10_v1.png,17,15,"[2, 2, 2, 2, 2, 2, 15, 2, 2, 2]",0.1,14.8762844,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
From your perspective i would pick the cube in the middle that is green.,83,Configuration_8_v2.png,14,7,"[7, 6, 7, 7, 7, 7, 7, 7, 7, 7]",0.909090909091,27.2806610909,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
From your perspective i would pick the yellow cube the is second farthest left.,80,Configuration_11_v1.png,14,11,"[11, 11, 1, 1, 1, 13, 1, 11, 11, 11]",0.5,17.1630692,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
From your perspective i would pick the farthest green cube to your left.,81,Configuration_7_v2.png,13,14,"[4, 14, 15, 15, 4, 14, 15, 15, 4, 14]",0.363636363636,8.64509827273,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick up the only yellow block.,86,Configuration_1_v1.png,6,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,4.2823908,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the blue block that is in front of a single blue block. The block is directly in front of you.,87,Configuration_14_v2.png,22,7,"[7, 7, 7, 7, 3, 9, 7, 9, 6, 10]",0.5,23.3779963,"[280, 3, 523, 153, 436, 609, 393, 234, 107, 329]"
From your perspective i would pick the closest green cube to yourself.,84,Configuration_3_v1.png,12,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,12.4481059,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Pick up the blue block on the right.,85,Configuration_11_v2.png,8,4,"[4, 4, 4, 10, 4, 4, 4, 4, 4, 10]",0.846153846154,6.81218946154,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
pick up the yellow block that is second from the left.,410,Configuration_11_v1.png,11,11,"[11, 13, 11, 11, 1, 11, 11, 11, 15, 11]",0.75,8.64305941667,"[282, 109, 395, 525, 438, 331, 236, 609, 478, 5]"
